slug_name,index_name,2014-15 ,2015-16,2016-17(BE),2016-17(RE),2017-18(BE),unit,color
total_cess_and_surcharges,Total Cess and Surcharges,75533,83997,148031,157412,169662,Rs crore,#6ea63a
