slug_name,index_name,2012-13,2013-14,2014-15,2015-16,2016-17(BE),2016-17(RE),2017-18(BE),unit,color
budgetary_allocation_for_ministry_of_environment_forests_and_climate_change,"Budgetary Allocation for Ministry of Environment, Forests and Climate change (MOEF&CC)",1753,1890,1599,1521,2250,2328,2675,Rs. crore,#2aa5bb
